genus,species,subspecies,variant,span
Pteridium,aquilinum,,,perennial
Ampelopsis,arborea,,,perennial
Cojoba,arborea,,,perennial
Cyathea,arborea,,,perennial
Oxydendrum,arboreum,,,perennial
Ammophila,arenaria,,,perennial
Leymus,arenarius,,,perennial
Dulichium,arundinaceum,,,perennial
CIRSIUM,ARVENSE,,,perennial
Asparagus,asparagoides,,,perennial
Boltonia,asteroides,,,perennial
Packera,aurea,,,perennial
SILENE,BACCIFERA,,,perennial
Abies,balsamea,,,perennial
Lindera,benzoin,,,perennial
Sorghum,bicolor,,,annual
Sorghum,bicolor,bicolor,,annual
Sorghum,bicolor,drummondii,,annual
Persea,borbonia,,,perennial
Cajanus,cajan,,,perennial
Chamaedaphne,calyculata,,,perennial
Rhododendron,canadense,,,perennial
Amelanchier,canadensis,,,perennial
Conyza,canadensis,,,annual/biennial
Shepherdia,canadensis,,,perennial
Tsuga,canadensis,,,perennial
Amaranthus,cannabinus,,,perennial
Hymenocallis,caroliniana,,,perennial
Morella,cerifera,,,perennial
Spiranthes,cernua,,,perennial
Silene,chalcedonica,,,perennial
Fragaria,chiloensis,,,perennial
Fragaria,chiloensis,,,perennial
Fragaria,chiloensis,lucida,,perennial
Fragaria,chiloensis,pacifica,,perennial
Fragaria,chiloensis,sandwicensis,,perennial
Fragaria,chiloensis,chiloensis,,perennial
Pennisetum,ciliare,,,perennial
Dichanthelium,clandestinum,,,perennial
Castilleja,coccinea,,,annual
Conoclinium,coelestinum,,,perennial
Silene,coeli-rosa,,,annual
Echinochloa,colona,,,annual
Ananas,comosus,,,perennial
Heteropogon,contortus,,,perennial
Symphyotrichum,cordifolium,,,perennial
Bidens,coronata,,,annual
Tristerix,corymbosus,,,perennial
Dryopteris,cristata,,,perennial
Agropyron,cristatum,,,perennial
Hypericum,crux-andreae,,,perennial
Syzygium,cumini,,,perennial
Boehmeria,cylindrica,,,perennial
Spartina,cynosuroides,,,perennial
Scirpus,cyperinus,,,perennial
Tripsacum,dactyloides,,,perennial
Cynodon,dactylon,,,perennial
Oxyria,digyna,,,perennial
ANTENNARIA,DIOICA,,,perennial
SILENE,DIOICA,,,perennial
Gymnocladus,dioicus,,,perennial
Taxodium,distichum,,,perennial
Arrhenatherum,elatius,,,perennial
Opuntia,ficus-indica,,,perennial
Athyrium,filix-femina,,,perennial
Tridens,flavus,,,perennial
Capparis,flexuosa,,,perennial
Deschampsia,flexuosa,,,perennial
SILENE,FLOS-CUCULI,,,perennial
Symplocarpus,foetidus,,,perennial
Dracaena,fragrans,,,perennial
Gaylussacia,frondosa,,,perennial
Borrichia,frutescens,,,perennial
Wisteria,frutescens,,,perennial
Cordyline,fruticosa,,,perennial
Leptochloa,fusca,,,annual
Hypericum,gentianoides,,,annual
Avicennia,germinans,,,perennial
Ilex,glabra,,,perennial
Pennisetum,glaucum,,,annual/biennial
Alnus,glutinosa,,,perennial
Sesbania,grandiflora,,,perennial
Coccinia,grandis,,,perennial
Guarea,guidonia,,,perennial
Sorghum,halepense,,,perennial
Cirsium,helenioides,,,perennial
Heliopsis,helianthoides,,scabra,perennial
Hypoxis,hirsuta,,,perennial
Lespedeza,hirta,,,perennial
Gaultheria,hispidula,,,perennial
Cytinus,hypocistis,,,perennial
Alnus,incana,,,perennial
Alnus,incana,rugosa,,perennial
Alnus,incana,tenuifolia,,perennial
Capparis,indica,,,perennial
Bothriochloa,ischaemum,,ischaemum,perennial
Bothriochloa,ischaemum,,songarica,perennial
Setaria,italica,,,annual
SILENE,ITALICA,,,perennial
Brassica,juncea,,,annual/biennial
Symphyotrichum,laeve,,laeve,perennial
Bidens,laevis,,,annual/biennial
Rhododendron,lapponicum,,,perennial
Gordonia,lasianthus,,,perennial
Symphyotrichum,lateriflorum,,lateriflorum,perennial
Dichanthelium,latifolium,,,perennial
Chasmanthium,laxum,,,perennial
Lyonia,ligustrina,,,perennial
Botrychium,lunaria,,,perennial
Nuphar,lutea,polysepala,,perennial
Eurybia,macrophylla,,,perennial
Swietenia,mahagoni,,,perennial
Mammillaria,mammillaris,,,perennial
Anaphalis,margaritacea,,,perennial
Senna,marilandica,,,perennial
Cladium,mariscus,jamaicense,,perennial
Schoenoplectus,maritimus,,,perennial
Asparagus,maritimus,,,perennial
Zoysia,matrella,,,perennial
Glycine,max,,,annual
Muhlenbergia,mexicana,,,perennial
Trema,micrantha,,,perennial
Pilea,microphylla,,,annual/perennial
Silene,mollissima,,,perennial
Aleurites,moluccana,,,perennial
Polypogon,monspeliensis,,,annual
Vulpia,myuros,,,annual
Boehmeria,nivea,,,perennial
Phyla,nodiflora,,,perennial
Thelypteris,noveboracensis,,,perennial
Vernonia,noveboracensis,,,perennial
Symphyotrichum,novi-belgii,,novi-belgii,perennial
Sorghastrum,nutans,,,perennial
Oryctanthus,occidentalis,,,perennial
Hierochloe,odorata,,,perennial
Pluchea,odorata,,odorata,annual/biennial
GALIUM,ODORATUM,,,perennial
Melilotus,officinalis,,,"annual, biennial/perennial"
Physocarpus,opulifolius,,,perennial
Dendrophthora,opuntioides,,,perennial
Platycladus,orientalis,,,perennial
Leersia,oryzoides,,,perennial
SILENE,OTITES,,,perennial
Cirsium,palustre,,,perennial
Eleocharis,palustris,,,perennial
Ludwigia,palustris,,,perennial
Desmodium,paniculatum,,,perennial
Elytranthe,parasitica,,,perennial
Ceiba,pentandra,,,perennial
Dendrophthoe,pentandra,,,perennial
Comptonia,peregrina,,,perennial
Bothriochloa,pertusa,,,perennial
Ipomoea,pes-caprae,,,perennial
Spirodela,polyrrhiza,,,perennial
Thespesia,populnea,,,perennial
Eclipta,prostrata,,,annual/biennial
Castanea,pumila,,,perennial
Pilea,pumila,,,annual
Symphyotrichum,puniceum,,puniceum,perennial
Echinacea,purpurea,,,perennial
Lablab,purpureus,,,perennial
Parthenocissus,quinquefolia,,,perennial
Laguncularia,racemosa,,,perennial
Campsis,radicans,,,perennial
Urochloa,ramosa,,,annual/biennial
Saccharum,ravennae,,,perennial
Elymus,repens,,,perennial
Oligoneuron,rigidum,,rigidum,perennial
Phoradendron,rubrum,,,perennial
Sagina,saginoides,,,biennial/perennial
Mikania,scandens,,,perennial
Cytisus,scoparius,,,perennial
Medicago,scutellata,,,annual
Cirsium,serratuloides,,,perennial
Silene,sibirica,,,perennial
Bursera,simaruba,,,perennial
Blechnum,spicant,,,perennial
Distichlis,spicata,,,perennial
Liatris,spicata,,,perennial
Luzula,spicata,,,perennial
Trisetum,spicatum,,,perennial
Tecoma,stans,,,perennial
Passovia,stelis,,,perennial
Passovia?,stelis,,,perennial
Silene,stellata,,,perennial
Sacciolepis,striata,,,perennial
Malus,sylvestris,,,perennial
Rorippa,sylvestris,,,perennial
Phoenix,sylvestris,,,perennial
Fagopyrum,tataricum,,,annual
Cassiope,tetragona,,,perennial
Caulophyllum,thalictroides,,,perennial
Thalictrum,thalictroides,,,perennial
Chamaecyparis,thyoides,,,perennial
Baptisia,tinctoria,,,perennial
Galium,tinctorium,,,perennial
Desmodium,triflorum,,,perennial
Asimina,triloba,,,perennial
Magnolia,tripetala,,,perennial
Arisaema,triphyllum,,,perennial
Chimaphila,umbellata,,,perennial
Comandra,umbellata,,,perennial
Vigna,unguiculata,,,annual
Tillandsia,usneoides,,,perennial
Arctostaphylos,uva-ursi,,,perennial
Coccoloba,uvifera,,,perennial
Ilex,verticillata,,,perennial
Decodon,verticillatus,,,perennial
Desmanthus,virgatus,,,perennial
Botrychium,virginianum,,,perennial
Cirsium,virginianum,,,perennial
Mertensia,virginica,,,perennial
Peltandra,virginica,,,perennial
Sporobolus,virginicus,,,perennial
Silene,viscaria,,,perennial
Dodonaea,viscosa,,,perennial
Silene,viscosa,,,perennial
Rhododendron,viscosum,,,perennial
Canella,winterana,,,perennial
Manilkara,zapota,,,perennial
Vetiveria,zizanioides,,,perennial
Solanum,pinetorum,,,perennial
Begonia,libera,,,perennial
Echinocereus,nicholii,,,perennial
Boehmeria,japonica,,,perennial
Asparagus,striatus,,,perennial
Asparagus,undulatus,,,perennial
Asparagus,volubilis,,,perennial
Cirsium,ciliolatum,,,perennial
Silene,puranensis,,,perennial
Silene,zhongbaensis,,,perennial
Bothriochloa,barbinodis,,,perennial
Silene,diclinis,,,perennial
Leucothoe,axillaris,,,perennial
Lepechinia,betonicifolia,,,perennial
Dendrophthora,buxifolia,,,perennial
Muhlenbergia,capillaris,,,perennial
Lachnanthes,caroliana,,,perennial
Rhynchospora,corniculata,,,perennial
Psittacanthus,cucullaris,,,perennial
Dendrophthora,flagelliformis,,,perennial
Eragrostis,hypnoides,,,annual
Larix,kaempferi,,,perennial
Leucaena,leucocephala,,,perennial
Lyonia,lucida,,,perennial
Acmella,oppositifolia,,repens,perennial
Olax,psittacorum,,,perennial
Photinia,pyrifolia,,,perennial
Leymus,racemosus,,,perennial
Dichanthelium,scoparium,,,perennial
Glyceria,striata,,,perennial
Phoradendron,trinervium,,,perennial
Setaria,vulpiseta,,,perennial
Sequoia,sempervirens,,,perennial
Agelanthus,combreticola,,,perennial
Taxillus,balansae,,,perennial
Socratina,bemarivensis,,,perennial
Bakerella,collapsa,,,perennial
Bakerella,poissonii,,,perennial
Taxillus,sutchuenensis,,,perennial
Bakerella,tandrokensis,,,perennial
Taxillus,thibetensis,,,perennial
Macrosolen,tricolor,,,perennial
Bakerella,tricostata,,,perennial
Bakerella,viguieri,,,perennial
Koeleria,macrantha,,,perennial
Amyema,miquelii,,,perennial
Amaranthus,crispus,,,annual
Symphyotrichum,foliaceum,,foliaceum,perennial
Fragaria,nubicola,,,perennial
Sequoiadendron,giganteum,,,perennial
Trachelospermum,jasminoides,,,perennial
Canadanthus,modestus,,,perennial
Mahonia,repens,,,perennial
Lepechinia,salviae,,,perennial
Simmondsia,chinensis,,,perennial
Elymus,trachycaulus,,,perennial
Elymus,trachycaulus,trachycaulus,,perennial
Silene,suecica,,,perennial
Asparagus,cochinchinensis,,,perennial
Macrosolen,cochinchinensis,,,perennial
Humulus,scandens,,,annual
Lasianthus,verticillatus,,,perennial
Pilea,fontana,,,annual
Silene,douglasii,,oraria,perennial
Asperula,glomerata,,,perennial
Croton,pottsii,,thermophilus,perennial
Atriplex,falcata,,,perennial
Leymus,salinus,,,perennial
Cirsium,clavatum,,,perennial
Dendrophthora,cupressoides,,,perennial
Dendrophthora,fanshawei,,,perennial
Cladocolea,sandwithii,,,perennial
Asparagus,cochinchinensis,,,perennial
Castanea,dentata,,,perennial
Alnus,maritima,,,perennial
Struthanthus,flexicaulis,,,perennial
Acanthosyris,spinescens,,,perennial
Psittacanthus,acinarius,,,perennial
Phtirusa,clandestina,,,perennial
Solanum,diploconos,,,perennial
Passovia,nitens,,,perennial
Alternanthera,philoxeroides,,,perennial
Passovia?,pterygopus,,,perennial
Psittacanthus,robustus,,,perennial
Passovia,rufa,,,perennial
Passovia?,salicifolia,,,perennial
Struthanthus,syringifolius,,,perennial
Psittacanthus,cinctus,,,perennial
Psittacanthus,crassifolius,,,perennial
Strombosia,maingayi,,,perennial
Silene,alaschanica,,,perennial
Malus,mandshurica,,,perennial
Galium,platygalium,,,perennial
Kummerowia,stipulacea,,,annual
Agelanthus,kraussianus,,,perennial
Agelanthus,natalitius,,,perennial
Decaisnina,aherniana,,,perennial
Thaumasianthes,amplifolia,,,perennial
Ginalloa,angustifolia,,,perennial
Amyema,cauliflora,,,perennial
Decaisnina,confertiflora,,,perennial
Decaisnina,crassilimba,,,perennial
Amyema,edanoi,,,perennial
Macrosolen,geminatus,,,perennial
Amyema,hexantha,,,perennial
Taxillus,levinei,,,perennial
Tolypanthus,maclurei,,,perennial
Cecarria,obtusifolia,,,perennial
Decaisnina,ovatifolia,,,perennial
Decaisnina,revoluta,,,perennial
Amyema,seriata,,,perennial
Helixanthera,sessiliflora,,,perennial
Lepidaria,tetrantha,,,perennial
Amyema,verticillata,,,perennial
Decaisnina,viridis,,,perennial
Carya,aquatica,,,perennial
Amelanchier,arborea,,,perennial
Carya,laciniosa,,,perennial
Carya,myristiciformis,,,perennial
Forestiera,acuminata,,,perennial
Bidens,aristosa,,,annual/biennial
Saccharum,brevibarbe,,,perennial
Calamagrostis,canadensis,,,perennial
Glyceria,canadensis,,,perennial
Rhododendron,canescens,,,perennial
Bouteloua,curtipendula,,,perennial
Bouteloua,curtipendula,,,perennial
Coelorachis,cylindrica,,,perennial
Viburnum,edule,,,perennial
Chamaecrista,fasciculata,,,annual
Pityopsis,graminifolia,,,perennial
Desmanthus,illinoensis,,,perennial
Chasmanthium,latifolium,,,perennial
Photinia,melanocarpa,,,perennial
Glyceria,melicaria,,,perennial
Zizaniopsis,miliacea,,,perennial
Bidens,mitis,,,annual
Amelanchier,obovalis,,,perennial
Sphenopholis,obtusata,,,annual/biennial
Rhododendron,periclymenoides,,,perennial
Eleocharis,quadrangulata,,,perennial
Muhlenbergia,racemosa,,,perennial
Bacopa,rotundifolia,,,perennial
Schizachyrium,scoparium,,,perennial
Schizachyrium,scoparium,,divergens,perennial
Symphyotrichum,subulatum,,,annual/biennial
Tristerix,aphyllus,,,perennial
Solanum,allophyllum,,,perennial
Dulacia,inopiflora,,,perennial
Ailanthus,altissima,,,perennial
Morella,caroliniensis,,,perennial
Carya,glabra,,,perennial
Desmodium,intortum,,,annual/biennial
Picea,mariana,,,perennial
Armeria,maritima,,,perennial
Carya,ovata,,,perennial
Mammillaria,prolifera,,,perennial
Furcraea,tuberosa,,,perennial
Ostrya,virginiana,,,perennial
Begonia,atricha,,,perennial
Lysiana,casuarinae,,,perennial
Begonia,hasskarliana,,,perennial
Begonia,horsfieldii,,,perennial
Phoradendron,obtusissimum,,,perennial
Begonia,stictopoda,,,perennial
Begonia,teysmanniana,,,perennial
Begonia,timorensis,,,perennial
Begonia,trichopoda,,,perennial
Pseudotsuga,menziesii,,,perennial
Pseudotsuga,menziesii,,glauca,perennial
Morella,pensylvanica,,,perennial
Macroptilium,atropurpureum,,,perennial
Psittacanthus,ramiflorus,,,perennial
Picea,glauca,,,perennial
SILENE,VULGARIS,,,perennial
Lepidoceras,chilense,,,perennial
Dulacia,crassa,,,perennial
Amyema,artensis,,,perennial
Amaranthus,californicus,,,annual
Amaranthus,californicus,,,annual
Atriplex,gardneri,,,perennial
Nitrophila,occidentalis,,,perennial
Amaranthus,tuberculatus,,,annual
Schoenoplectus,acutus,,acutus,perennial
Cirsium,discolor,,,perennial
Symphyotrichum,prenanthoides,,,perennial
Glyceria,obtusa,,,perennial
Muhlenbergia,uniflora,,,perennial
Urochloa,platyphylla,,,annual
Eremochloa,ophiuroides,,,perennial
Agelanthus,lugardii,,,perennial
Erianthemum,virescens,,,perennial
Echinocereus,pseudopectinatus,,,perennial
Glyceria,borealis,,,perennial
Muhlenbergia,asperifolia,,,perennial
Symphyotrichum,chilense,,chilense,perennial
Symphyotrichum,chilense,,invenustum,perennial
Symphyotrichum,subspicatum,,subspicatum,perennial
Holodiscus,dumosus,,,perennial
Prunus,ilicifolia,lyonii,,perennial
Lomatium,macrocarpum,,,perennial
Sidalcea,malviflora,californica,,perennial
Osmorhiza,occidentalis,,,perennial
Sidalcea,oregana,,,perennial
Sassafras,albidum,,,perennial
Amelanchier,alnifolia,,,perennial
Amelanchier,alnifolia,,semiintegrifolia,perennial
Wyethia,amplexicaulis,,,perennial
Castilleja,angustifolia,,,perennial
Anemopsis,californica,,,perennial
Sphaeralcea,coccinea,,,biennial/perennial
Ratibida,columnifera,,,perennial
Antennaria,dimorpha,,,perennial
Lomatium,dissectum,,,perennial
Buckleya,distichophylla,,,perennial
Eurybia,glauca,,,perennial
Agoseris,grandiflora,,,perennial
Eurybia,integrifolia,,,perennial
Rhus,integrifolia,,,perennial
Lathyrus,littoralis,,,perennial
Muhlenbergia,montana,,,perennial
Silene,nivea,,,perennial
Echinacea,pallida,,,perennial
Zigadenus,paniculatus,,,perennial
Cirsium,pumilum,,,perennial
Artemisia,rigida,,,perennial
Coelorachis,rugosa,,,perennial
Rorippa,sessiliflora,,,annual
Rorippa,sinuata,,,perennial
Tridens,strictus,,,perennial
Eragrostis,trichodes,,,perennial
Cirsium,undulatum,,,perennial
Helianthella,uniflora,,,perennial
Sabal,causiarum,,,perennial
Asparagus,aggregatus,,,perennial
Asparagus,alopecurus,,,perennial
Asparagus,bayeri,,,perennial
Asparagus,biflorus,,,perennial
Asparagus,clareae,,,perennial
Asparagus,coddii,,,perennial
Asparagus,devenishii,,,perennial
Asparagus,divaricatus,,,perennial
Asparagus,edulis,,,perennial
Asparagus,exsertus,,,perennial
Asparagus,filicladus,,,perennial
Asparagus,flavicaulis,,,perennial
Asparagus,fouriei,,,perennial
Asparagus,fractiflexus,,,perennial
Asparagus,graniticus,,,perennial
Asparagus,intricatus,,,perennial
Asparagus,lynetteae,,,perennial
Asparagus,mariae,,,perennial
Asparagus,mollis,,,perennial
Asparagus,nodulosus,,,perennial
Asparagus,oliveri,,,perennial
Asparagus,pendulus,,,perennial
Asparagus,recurvispinus,,,perennial
Asparagus,sekukuniensis,,,perennial
Asparagus,transvaalensis,,,perennial
Solanum,albicans,,,perennial
Gunnera,insignis,,,perennial
Chionographis,hisauchiana,,,perennial
Korthalsella,lindsayi,,,perennial
Olax,anceps,,,perennial
Psittacanthus,auriculatus,,,perennial
Struthanthus,crassipes,,,perennial
Begonia,kalbreyeri,,,perennial
Helixanthera,kirkii,,,perennial
Helixanthera,mannii,,,perennial
Oryctanthus,oerstedii,,,perennial
Struthanthus,oerstedii,,,perennial
Globimetula,oreophila,,,perennial
Dendrophthora,roraimae,,,perennial
Oryctanthus,tehuacacensis,,,perennial
Cladocolea,tehuacanensis,,,perennial
Phragmanthera,usuiensis,,,perennial
Lepechinia,caulescens,,,perennial
Sophora,secundiflora,,,perennial
Tapinanthus,sessilifolius,,,perennial
Bouteloua,juncea,,,perennial
Osyris,compressa,,,perennial
Tristerix,chodatianus,,,perennial
Tristerix,peruvianus,,,perennial
Ericameria,nauseosa,nauseosa,nauseosa,perennial
Potentilla,strigosa,,,perennial
Bassia,hyssopifolia,,,annual
Boehmeria,silvestrii,,,perennial
Artocarpus,altilis,,,perennial
Echinocereus,engelmannii,,,perennial
Ocotea,moschata,,,perennial
Stuckenia,filiformis,,,perennial
Ribes,lacustre,,,perennial
Festuca,subverticillata,,,perennial
Mammillaria,vetula,gracilis,,perennial
Gaertnera,sralensis,,,perennial
Clarkia,gracilis,,,annual
Achnatherum,thurberianum,,,perennial
Thinopyrum,ponticum,,,perennial
Desmaria,mutabilis,,,perennial
Dulacia,candida,,,perennial
Aptandra,tubicina,,,perennial
Phoradendron,affine,,,perennial
Phoradendron,crassifolium,,,perennial
Phoradendron,ensifolium,,,perennial
Phoradendron,microphyllum,,,perennial
Passovia,ovata,,,perennial
Phoradendron,undulatum,,,perennial
Hemarthria,altissima,,,perennial
Dichanthium,aristatum,,,perennial
Sporobolus,compositus,,compositus,perennial
Muhlenbergia,frondosa,,,perennial
Packera,glabella,,,annual
Pilea,melastomoides,,,perennial
Setaria,pumila,,,annual
Cirsium,scariosum,,,perennial
Lilaea,scilloides,,,annual
Chasmanthium,sessiliflorum,,,perennial
Euphorbia,grossheimii,,,annual
Euphorbia,monocyathium,,,perennial
Mentzelia,decapetala,,,biennial/perennial
Ipomopsis,aggregata,aggregata,,biennial/perennial
Mahonia,aquifolium,,,perennial
Rhododendron,arborescens,,,perennial
Shepherdia,argentea,,,perennial
Atriplex,canescens,,,perennial
Physocarpus,capitatus,,,perennial
Ilex,coriacea,,,perennial
Holodiscus,discolor,,,perennial
Abies,fraseri,,,perennial
Penstemon,fruticosus,,,perennial
Agoseris,glauca,,,perennial
Krascheninnikovia,lanata,,,perennial
Calycocarpum,lyonii,,,perennial
