Genus,Species,Subspecies,Variant,Weight (g)
Leptospermum,attenuatum,,,0.42
Leptospermum,barneyense,,,0.1404
Leptospermum,benwellii,,,0.1292
Leptospermum,blakelyi,,,0.176
Leptospermum,brachyandrum,,,0.0318
Leptospermum,brevipes,,,0.15412
Leptospermum,continentale,,,0.068
Leptospermum,coriaceum,,,1.25804
Leptospermum,deanei,,,0.2636
Leptospermum,deuense,,,0.2352
Leptospermum,divaricatum,,,0.2964
Leptospermum,emarginatum,,,0.2556
Leptospermum,epacridoideum,,,1.3508
Leptospermum,erubescens,,,0.1132
Leptospermum,flavescens,,,0.8
Leptospermum,glabrescens,,,0.1128
Leptospermum,glaucescens,,,0.1463
Leptospermum,grandiflorum,,,0.3634
Leptospermum,grandifolium,,,0.215
Leptospermum,gregarium,,,0.4308
Leptospermum,incanum,,,0.07412
Leptospermum,javanicum,,,0.0932
Leptospermum,jingera,,,0.1308
Leptospermum,juniperinum,,,0.057
Leptospermum,laevigatum,,,1.12
Leptospermum,lamellatum,,,0.12
Leptospermum,lanigerum,,,0.14
Leptospermum,liversidgei,,,0.5858
Leptospermum,luehmannii,,,0.0672
Leptospermum,macgillivrayi,,,1.0456
Leptospermum,macrocarpum,,,0.5212
Leptospermum,madidum,madidum,,0.4392
Leptospermum,microcarpum,,,0.1396
Leptospermum,micromyrtus,,,0.388
Leptospermum,minutifolium,,,0.0632
Leptospermum,morrisonii,,,0.102
Leptospermum,multicaule,,,0.5656
Leptospermum,myrsinoides,,,0.13
Leptospermum,myrtifolium,,,0.337
Leptospermum,namadgiensis,,,0.1456
Leptospermum,neglectum,,,0.1508
Leptospermum,nitens,,,0.08332
Leptospermum,nitidum,,,0.093
Leptospermum,novae-angliae,,,0.1524
Leptospermum,obovatum,,,0.0695
Leptospermum,oligandrum,,,0.076
Leptospermum,oreophilum,,,0.2024
Leptospermum,parvifolium,,,0.0688
Leptospermum,petersonii,,,0.76
Leptospermum,petraeum,,,0.1148
Leptospermum,polyanthum,,,0.1508
Leptospermum,polygalifolium,polygalifolium,,0.1396
Leptospermum,polygalifolium,transmontanum,,0.1616
Leptospermum,polygalifolium,howense,,0.0696
Leptospermum,polygalifolium,,,0.2
Leptospermum,purpurascens,,,0.2264
Leptospermum,riparium,,,0.1528
Leptospermum,roei,,,0.25
Leptospermum,rotundifolium,,,0.354
Leptospermum,rupestre,,,0.08
Leptospermum,rupicola,,,0.0656
Leptospermum,scoparium,,rotundifolium,1.7
Leptospermum,scoparium,,,0.1
Leptospermum,scoparium,,,0.05068
Leptospermum,sejunctum,,,0.14
Leptospermum,semibaccatum,,,0.0948
Leptospermum,sericatum,,,0.452
Leptospermum,sericeum,,,0.1812
Leptospermum,speciosum,,,0.88412
Leptospermum,sphaerocarpum,,,0.4124
Leptospermum,spinescens,,,1.5732
Leptospermum,squarrosum,,,0.137
Leptospermum,thompsonii,,,0.1676
Leptospermum,trinervium,,,0.1952
Leptospermum,turbinatum,,,0.2
Leptospermum,variabile,,,0.10304
Leptospermum,whitei,,,0.3061
Lespedeza,bicolor,,,6
Lespedeza,capitata,,,2.9
Lespedeza,cuneata,,,1.6
Lespedeza,cyrtobotrya,,,7.5
Lespedeza,daurica,,,7.07
Lespedeza,hedysaroides,,,1.7
Lespedeza,hirta,,,3.229
Lespedeza,hirta,curtissii,,3.962
Lespedeza,intermixta,,,1.8
Lespedeza,japonica,,intermedia,6.1
Lespedeza,japonica,,,6.4798
Lespedeza,juncea,sericea,,1.542
Lespedeza,juncea,,,1.218
Lespedeza,latissima,,,1.8
Lespedeza,leptostachya,,,1.796
Lespedeza,maximowiczii,,tomentella,6.1704
Lespedeza,stipulacea,,,1.9
Lespedeza,striata,,,2
Lespedeza,thunbergii,,,6.29
Lespedeza,tomentosa,,,1.86
Lespedeza,violacea,,,2.4844
Lespedeza,virginica,,,1.918
Lesquerella,alpina,,,0.476
Lesquerella,alpina,,alpina,1.172
Lesquerella,angustifolia,,,2.6
Lesquerella,argyraea,,,0.4
Lesquerella,densipila,,,0.7
Lesquerella,engelmannii,,,1.8
Lesquerella,fendleri,,,0.5
Lesquerella,globosa,,,0.8
Lesquerella,gordoni,,,0.9664
Lesquerella,gordonii,,,0.6
Lesquerella,gracilis,,,0.7
Lesquerella,grandiflora,,,0.8
Lesquerella,lasiocarpa,,,1
Lesquerella,lescurii,,,0.8
Lesquerella,lindheimeri,,,1.4
Lesquerella,ludoviciana,,,0.467
Lesquerella,lyrata,,,0.8
Lesquerella,montana,,,0.4712
Lesquerella,occidentalis,,,3.331
Lesquerella,ovalifolia,,,1.4
Lesquerella,perforata,,,0.9
Lesquerella,pinetorum,,,1
Lesquerella,stonensis,,,0.9
Lesquerella,tenella,,,1.332
Lessertia,acanthorhachis,,,7.6976
Lessertia,benguellensis,,,12.696
Lessertia,brachypus,,,16.0052
Lessertia,brachystachya,,,4.1
Lessertia,candida,,,8.5812
Lessertia,diffusa,,,5.7
Lessertia,eremicola,,,3.1736
Lessertia,falciformis,,,2.9728
Lessertia,incana,,,4.844
Lessertia,macrostachya,,,9.61
Lessertia,spinescens,,,16.5088
Lessertia,stricta,,,4.638
Lessertia,tomentosa,,,11.6927536
Lethedon,setosa,,,13
Leucaena,diversifolia,,,25.31
Leucaena,esculenta,,,85.4556
Leucaena,glauca,,,41
Leucaena,lanceolata,,,28.5
Leucaena,leucocephala,,,38.5
Leucaena,leucocephala,,,30.3
Leucaena,leucocephala,,,47
Leucaena,leucocephala,leucocephala,,49.216
Leucaena,leucocephala,glabrata,,50.3323
Leucaena,retusa,,,61
Leucaena,salvadorensis,,,100
Leucaena,shannonii,,,61.4
Licania,alba,,,7593.3
Licania,cuprea,,,3870
Licania,heteromorpha,,,2616.7
Licania,incana,,,5893.3
Licania,majuscula,,,15626.7
Licania,sp.,,,3546
Limnanthes,alba,alba,,4.5
Limnanthes,alba,,versicolor,7.1
Limnanthes,bakeri,,,6.7
Limnanthes,douglasii,,douglasii,6.5
Limnanthes,douglasii,,nivea,5.4
Limnanthes,douglasii,,rosea,7
Limnanthes,douglasii,,,7.1
Limnanthes,douglasii,douglasii,,7.47
Limnanthes,floccosa,,,6.5
Limnanthes,gracilis,,gracilis,5.5
Limnanthes,gracilis,,parishii,4.5
Limnanthes,montana,,,3.2
Limnanthes,striata,,,3.5
Limonia,acidissima,,,44.44
Lindackeria,laurina,,,44.3
Linum,alatum,,,0.9008
Linum,albidum,,,0.7476
Linum,alpinum,,,1.8834
Linum,anglicum,,,2.4
Linum,aquilinum,,,1.32376
Linum,arboreum,,,2.4537092
Linum,aristatum,,,0.5664
Linum,australe,,,1
Linum,austriacum,collinum,,2.3296
Linum,austriacum,,,1.498
Linum,bienne,,,1.3
Linum,campanulatum,,,2.2772
Linum,capitatum,serrulatum,,1.3264
Linum,capitatum,,,0.8818182
Linum,catharticum,,,0.16
Linum,corymbulosum,,,0.23
Linum,flavum,,,0.9019
Linum,flavum,flavum,,0.7976
Linum,grandiflorum,,,3.3
Linum,hirsutum,,,0.9
Linum,hirsutum,hirsutum,,0.742
Linum,hudsonioides,,,0.6472
Linum,hypericifolium,,,0.9771429
Linum,lewisii,,lewisii,2.56
Linum,lewisii,,,1.605
Linum,macraei,,macraei,1.1716
Linum,marginale,,,1.2332
Linum,maritimum,,,0.5428
Linum,medium,,texanum,0.6124
Linum,monogynum,,,3.3419355
Linum,mucronatum,armenum,,1.0516
Linum,mucronatum,,,1.936
Linum,muelleri,,,0.2067
Linum,narbonense,,,3.563
Linum,nervosum,,,2.9112
Linum,nodiflorum,,,1.04
Linum,olgae,,,3.0456
Linum,orientale,,,1.3193548
Linum,pallescens,,,1.762
Linum,perenne,,,1.4
Linum,perenne,extraaxillare,,1.722
Linum,perenne,anglicum,,2.38
Linum,pratense,,,2.68
Linum,pubescens,,,0.7
Linum,rigidum,,,0.7
Linum,rigidum,,rigidum,0.998
Linum,rupestre,,,0.1884
Linum,scabrellum,,,0.2736
Linum,setaceum,,,0.4116
Linum,sp.,,,0.59
Linum,striatum,,,0.349
Linum,strictum,strictum,,0.224
Linum,strictum,,,1.1
Linum,strictum,corymbulosum,,0.32
Linum,subteres,,,0.7133
Linum,suffruticosum,apressum,,0.844
Linum,sulcatum,,,0.34
Linum,tauricum,bulgaricum,,1.28792
Linum,tenuifolium,,,0.86
Linum,thunbergii,,,1.3931
Linum,trigynum,,,0.2136
Linum,usitatissimum,,,6
Linum,virginianum,,,0.442
Linum,viscosum,,,0.524
Liparia,angustifolia,,,4.6512
Liparia,capitata,,,9.6528
Liparia,splendens,splendens,,18.2372
Liparia,splendens,,,15.2884
Liparia,striata,,,20.816
Litchi,sp.,,,1461
Lithocarpus,densiflorus,,,5929.5
Lithocarpus,ewyckii,,,1100
Lithocarpus,glaber,,,1162
Lithocarpus,hancei,,,665
Lithocarpus,lucidus,,,3000
Lithocarpus,sp.,,,8100
Lithocarpus,synbalanos,,,5200
Lithocarpus,tremulus,,,1820
Lithraea,brasiliensis,,,29.8
Lithraea,caustica,,pilosa,43.4746
Lobularia,maritima,,,0.4
Loeseneriella,africana,,richardiana,13.13
Loeseneriella,africana,,,115.8576
Loeseneriella,urceolus,,xerophila,70.0764
Lonchocarpus,castilloi,,,156.01
Lonchocarpus,costaricensis,,,267.2
Lonchocarpus,guatemalensis,,,950
Lonchocarpus,hermannii,,,19.6
Lonchocarpus,hidalgensis,,,183.6016
Lonchocarpus,latifolius,,,81
Lonchocarpus,obovatus,,,137.2564
Lonchocarpus,pentaphyllus,,,91
Lonchocarpus,rugosus,,,82.581
Lonchocarpus,sericeus,,,180
Lonchocarpus,unifoliolatus,,,570
Lonchocarpus,velutinus,,,127
Lopezia,racemosa,,,0.24
Lophira,alata,,,1300
Lophira,lanceolata,,,1068.3064
Lophomyrtus,obcordata,,,7
Lophopetalum,fimbriatum,,,188.68
Lophopetalum,wightianum,,,178
Lophopterys,sp.,,,700
Lophostemon,confertus,,,4.08
Lophostemon,grandiflorus,grandiflorus,,0.2912
Lophostemon,lactifluus,,,0.78216
Lophostemon,suaveolens,,,0.46
Lotononis,bainesii,,,0.29
Lotononis,bracteosa,,,0.4944
Lotononis,glabra,,,0.8876
Lotononis,macroloba,,,1.6564
Lotononis,pallidirosea,,,0.5276
Lotononis,platycarpa,,,0.558
Lotononis,pungens,,,0.8036
Lotononis,rabenaviana,,,0.9888
Lotononis,schreiberi,,,0.87644
Lotononis,strigillosa,,,0.9224
Lotononis,tenuis,,,0.2388
Lotus,alpinus,,,1.19
Lotus,americanus,,,4.5
Lotus,angustissimus,,,0.41
Lotus,arabicus,,,1.5
Lotus,arenarius,,,1.2
Lotus,australis,,,2.23
Lotus,borbasii,,,1.24
Lotus,burttii,,,1.19
Lotus,campylocladus,,,1.25
Lotus,conimbricensis,,,0.56
Lotus,conjugatus,requienii,,4.94
Lotus,corniculatus,,japonicus,1.16
Lotus,corniculatus,,,1
Lotus,corniculatus,corniculatus,,0.8728
Lotus,creticus,,,2.1
Lotus,cruentus,,,1.5
Lotus,cytisoides,,,1.42
Lotus,cytisoides,conradiae,,2.88
Lotus,dendroideus,dendroideus,,1.248
Lotus,discolor,,,1.8996
Lotus,edulis,,,2.6
Lotus,filicaulis,,,0.98
Lotus,garcinii,,,1.8788
Lotus,gebelia,,,4.7212
Lotus,gebelia,,villosus,2.3
Lotus,gebelia,libanoticus,,5.356
Lotus,glareosus,,,0.6964
Lotus,glaucus,,,0.9
Lotus,glinoides,,,0.6071
Lotus,halophilus,,,0.72
Lotus,hispidus,,,0.5824
Lotus,jacobaeus,,,0.8
Lotus,japonicus,,,0.98
Lotus,krylovii,,,1.25
Lotus,lanuginosus,,,4.3224
Lotus,longesiliquosus,,,2
Lotus,maroccanus,,,1.09
Lotus,micranthus,,,2.29
Lotus,mlanjeanus,,,2.3404
Lotus,ornithopodioides,,,1.41
Lotus,palaestinus,,,17.92
Lotus,palustris,,,0.86
Lotus,parviflorus,,,0.26
Lotus,pedunculatus,,,1.93
Lotus,pentaphyllus,herbaceum,,0.86
Lotus,peregrinus,,,1.8
Lotus,preslii,,,0.7304
Lotus,rigidus,,,3.5
Lotus,salsuginosus,,,0.11
Lotus,schimperi,,,0.5468
Lotus,schoelleri,,,1.76
Lotus,scoparius,,,1
Lotus,subbiflorus,,,0.82
Lotus,tenuis,,,1.3
Lotus,tetragonolobus,,,30.9628
Lotus,uliginosus,,,1
Lotus,unifoliatus,,helleri,4.76
Lotus,weilleri,,,1.9912
Lovoa,trichilioides,,,126
Loxopterygium,gardneri,,,13.9508
Loxostylis,alata,,,21.5196
Ludia,ludiifolia,,,37.864
Ludwigia,adscendens,diffusa,,0.52
Ludwigia,alata,,,0.0348
Ludwigia,alternifolia,,,0.03
Ludwigia,decurrens,,,0.023
Ludwigia,erecta,,,0.045
Ludwigia,glandulosa,,,0.0296
Ludwigia,hirtella,,,0.0464
Ludwigia,hyssopifolia,,,0.14
Ludwigia,jussiaeoides,,,0.04628
Ludwigia,leptocarpa,,,0.1256
Ludwigia,linearis,,,0.0116
Ludwigia,maritima,,,0.0287
Ludwigia,microcarpa,,,0.035
Ludwigia,nervosa,,,0.04
Ludwigia,octovalvis,,,0.1
Ludwigia,octovalvis,sessiliflora,,0.06312
Ludwigia,octovalvis,brevisepala,,0.07
Ludwigia,palustris,,,0.037
Ludwigia,peploides,,,1.5436
Ludwigia,perennis,,,0.014
Ludwigia,peruviana,,,0.0667
Ludwigia,pilosa,,,0.02
Ludwigia,repens,,,0.0792
Ludwigia,senegalensis,,,0.05
Ludwigia,sphaerocarpa,,,0.029
Ludwigia,stenorraphe,stenorraphe,,0.0636
Ludwigia,stenorraphe,macrosepala,,0.0556
Ludwigia,virgata,,,0.0276
Luehea,candida,,,9
Luehea,seemannii,,,2
Luetkea,pectinata,,,0.092
Luetzelburgia,auriculata,,,490.5368
Luetzelburgia,bahiensis,,,634.4936
Luffa,acutangula,,,101.1
Luffa,aegyptiaca,,,91.6
Luffa,cylindrica,,,82.7
Luffa,operculata,,,26.7
Luffa,saccata,,,22.207304
Lumnitzera,racemosa,,,177
Lunania,mexicana,,,0.1
Lunania,parviflora,,,1.2
Lunaria,annua,pachyrhiza,,43.0787879
Lunaria,annua,,,16
Lunaria,rediviva,,,23.4939
Lupinus,affinis,,,16.7585366
Lupinus,albifrons,,douglasii,34.21
Lupinus,albifrons,,abramsii,30.215
Lupinus,albifrons,,,27.516
Lupinus,albus,,,273
Lupinus,andersoni,,,35.15
Lupinus,andersonii,,,29.1908
Lupinus,angustifolius,,,137
Lupinus,arboreus,,,32.8
Lupinus,arbustus,,,28.007
Lupinus,arcticus,,,16.0878
Lupinus,argenteus,,heteranthus,0.98
Lupinus,argenteus,,,27.06
Lupinus,arizonicus,,,7.336
Lupinus,benthamii,,,9.173
Lupinus,bicolor,,,8.53
Lupinus,bingenensis,,subsaccatus,20.6648
Lupinus,campestris,,,10.1248
Lupinus,chamissonis,,,26.086
Lupinus,cosentinii,,,133.57
Lupinus,croceus,,,41.762
Lupinus,culbertsonii,culbertsonii,,4.68
Lupinus,densiflorus,,,18.197
Lupinus,digitatus,,,506.6
Lupinus,excubitus,astromontanus,,34.076
Lupinus,excubitus,,,9.71
Lupinus,formosus,,,26.153
Lupinus,garfieldensis,,,22.9311475
Lupinus,gussoneanus,,,50.3
Lupinus,hartwegii,,,19
Lupinus,havardii,,,15.1532
Lupinus,hillii,,,21.532
Lupinus,hirsutissimus,,,23
Lupinus,hispanicus,,,93
Lupinus,hispanicus,,bicolor,91
Lupinus,kingii,,,8.038
Lupinus,latifolius,,,25.3
Lupinus,latifolius,parishii,,29.148
Lupinus,latifolius,latifolius,,13.68
Lupinus,lepidus,confertus,,6.97
Lupinus,lepidus,,,13.1708
Lupinus,leucophyllus,,,9.914
Lupinus,longifolius,,,22.59
Lupinus,luteolus,,,27.9
Lupinus,luteus,,,111
Lupinus,mexicanus,,,17.3
Lupinus,micranthus,,,99.1
Lupinus,microcarpus,microcarpus,,18.475
Lupinus,microcarpus,densiflorus,,25.456
Lupinus,microcarpus,,,23.309
Lupinus,montanus,,,28.0548
Lupinus,nanus,,,9.221
Lupinus,nootkatensis,,,10.5996
Lupinus,onustus,,,33.075
Lupinus,palaestinus,,,288.6
Lupinus,peirsonii,,,27.967
Lupinus,perennis,,,22.1
Lupinus,perennis,,occidentalis,25.5772
Lupinus,pilosus,,,483.4
Lupinus,plattensis,,,45.4
Lupinus,polyphyllus,,cermineus,21.2
Lupinus,polyphyllus,,,21
Lupinus,princei,,,179
Lupinus,prunophilus,,,19.534
Lupinus,pusillus,,,13.796
Lupinus,rivularis,,,36
Lupinus,sericeus,,,22.2524
Lupinus,sp.,,,45
Lupinus,sparsiflorus,,,5.379
Lupinus,splendens,,,12.274
Lupinus,stipulatus,,,14.6
Lupinus,stiversii,,,3.786
Lupinus,succulentus,,,26.1
Lupinus,texensis,,,34
Lupinus,tidestromii,,,37.66
Lupinus,truncatus,,,12.6488
Lupinus,varicolor,,,13.308
Lupinus,variicolor,,,17.6756
Lupinus,varius,,,287.7
Lyonothamnus,floribundus,,,6.218
Lyonothamnus,floribundus,asplenifolius,,3.034
Lysicarpus,angustifolius,,,0.5168
Lysidice,rhodostegia,,,1408.4
Lysiloma,acapulcense,,,46.4
Lysiloma,bahamensis,,,24.4
Lysiloma,candidum,,,60.5812
Lysiloma,divaricata,,,30.5
Lysiloma,divaricatum,,,31.078
Lysiloma,latisiliquum,,,27.5
Lysiloma,sp.,,,29
Lysiloma,tergeminum,,,100.4424
Lysiosepalum,aromaticum,,,1.9636
Lythrum,alatum,,,0.0516
Lythrum,borysthenicum,,,0.0713
Lythrum,californicum,,,0.04
Lythrum,hyssopifolia,,,0.11
Lythrum,portula,,,0.14
Lythrum,salicaria,,,0.07
Lythrum,tribracteatum,,,0.021
Lythrum,virgatum,,,0.0488
Lythrum,wilsonii,,,0.0112
Maackia,amurensis,buergeri,,38.8
Macairea,parvifolia,,,0.12
Macaranga,alnifolia,,,22.795
Macaranga,capensis,,,15.922
Macaranga,ferruginea,,,20.8692
Macaranga,gigantea,,,13
Macaranga,heynei,,,3.2
Macaranga,hypoleuca,,,29
Macaranga,indica,,,23.3492
Macaranga,involucrata,,,33
Macaranga,peltata,,,57
Macaranga,pustulata,,,29.1
Macaranga,tanarius,,,33.79
Macaranga,triloba,,,15
Macgregoria,racemigera,,,0.512
Machaerium,dubium,,,2501
Machaerium,floribundum,,floribundum,83
Machaerium,rosescens,,,83
Maclura,africana,,,39.1286
Maclura,brasiliensis,,,110
Maclura,cochinchinensis,,,9
Maclura,excelsa,,,1.95
Maclura,pomifera,,,32
Maclura,tinctoria,,,4.575
Macrolobium,acaciifolium,,,1426
Macrolobium,angustifolium,,,2200
Macrolobium,gracile,,,410
Macrolobium,multijugum,,,3430
Macrolobium,sp.,,,9400
Macropteranthes,kekwickii,,,17.7682692
Macroptilium,atropurpureum,,,18
Macroptilium,gracile,,,4.45
Macroptilium,lathyroides,,,7.8
Macrostylis,cassiopoides,dregeana,,1.525
Macrostylis,villosa,,,12.742449
Macrostylis,villosa,villosa,,9.03
Macrotyloma,africanum,,,7.8961
Macrotyloma,axillare,,,9
Macrotyloma,axillare,,axillare,21.7352
Macrotyloma,axillare,,glabrum,19.712
Macrotyloma,axillare,,macranthum,32.8069182
Macrotyloma,uniflorum,,,30.6
Maerua,angolensis,,,118.88
Maerua,cafra,,,53.6316
Maerua,crassifolia,,,51.29
Maerua,cylindrocarpa,,,33.6008
Maerua,edulis,,,70.5095541
Maerua,filiformis,,,59.9128
Maerua,gilgii,,,49.8104
Maerua,holstii,,,91.1324
Maerua,juncea,juncea,,127.1668
Maerua,juncea,crustata,,69.2181
Maerua,kirkii,,,875.0471
Maerua,macrantha,,,68.0308
Maerua,nervosa,,,16.5342857
Maerua,nuda,,,27.308
Maerua,parvifolia,,,38.3448276
Maerua,prittwitzii,,,66.728
Maerua,racemulosa,,,47.8036
Maerua,rosmarinoides,,,72.3967
Maerua,schinzii,,,82.8368
Maerua,triphylla,,johannis,35.7372
Maerua,triphylla,,calophylla,33.68
Maesopsis,eminii,,,1220
Magnistipula,butayei,bangweolensis,,9000.4201681
Majidea,zanguebarica,,,446.3152
Malachra,alceifolia,,,4.1
Malachra,capitata,,,3.6
Malachra,fasciata,,,4.5248
Malacomeles,denticulata,,,7.4817
Malacothamnus,densiflorus,,,1.5148
Malacothamnus,fasciculatus,,,1.6
Malcolmia,africana,,,0.3
Malcolmia,flexuosa,,,0.2644
Malcolmia,littorea,,,0.1376
Malcolmia,maritima,,,0.4
Malcolmia,orsiniana,angulifolia,,0.5072
Malcolmia,ramosissima,,,0.094
Malcolmia,triloba,,,0.04364
Malesherbia,auristipulata,,,0.8184
Malesherbia,densiflora,,,1.6112
Malesherbia,fasciculata,,,0.8576
Malesherbia,humilis,,,0.4724
Malesherbia,humilis,,parviflora,0.4548
Malesherbia,lactea,,,1.4176
Malesherbia,linearifolia,,,1.3
Malesherbia,lirana,,lirana,1.4794
Malesherbia,paniculata,,,1.631
Malesherbia,rugosa,,rugosa,1.619
Malesherbia,tenuifolia,,,0.7929
Malleastrum,sambiranense,,,746.64
Malleostemon,hursthousei,,,1.4872
Malleostemon,peltiger,,,1.77
Mallotus,discolor,,,10.616
Mallotus,mollissimus,,,16.22
Mallotus,oppositifolius,,,15.058
Mallotus,paniculatus,,,9
Mallotus,philippensis,,,26.9
Mallotus,repandus,,,14
Mallotus,tetracoccus,,,41.78
Malope,trifida,,,3.2
Malpighia,emarginata,,,23.1519
Malpighia,galeottiana,,,39.08
Malpighia,glabra,,,22.925
Malpighia,linearis,,,49.8443478
Malpighia,umbellata,,,4.4
Malus,antonowka,,,31.35
Malus,baccata,,mandshurica,400
Malus,baccata,,,17.41
Malus,communis,,,49.02
Malus,coronaria,,,32.85
Malus,crescimannoi,,,25.0176
Malus,diversifolia,,,8.35
Malus,domestica,,,12.422
Malus,floribunda,,,12.13
Malus,fusca,,,6.876
Malus,hupehensis,,,147.55
Malus,ioensis,,,14.71
Malus,micromalus,,,14.62
Malus,orientalis,,,24.2
Malus,prunifolia,,,21.7624
Malus,pumila,,,26.74
Malus,robusta,,,26.681
Malus,rockii,,,4.8888
Malus,sargenti,,,4.3
Malus,sargentii,,,6.8144
Malus,sieboldii,,,2.8
Malus,sieboldii,,zumi,17.61
Malus,sieversii,,,25.06
Malus,sylvestris,,,25.2
Malus,x,,,25
Malus,yunnanensis,,,12.9156
Malva,aegyptia,,,1.3
Malva,alcea,,,2.5821
Malva,arborea,,,12.69
Malva,borealis,,,1.663
Malva,canariensis,,,10.183
Malva,colmeiroi,,,0.9424
Malva,lusitanica,,,6.78
Malva,lusitanica,pallescens,,3.396
Malva,montana,,,1.2
Malva,moschata,,,2.049
Malva,multiflora,,,7.2141
Malva,neglecta,,,2.2
Malva,nicaeensis,,,8.6
Malva,olbia,,,3.198
Malva,parviflora,,,2.7
Malva,parviflora,,,2.4508
Malva,preissiana,,,3.287
Malva,punctata,,,3.5256
Malva,rotundifolia,,,2.847
Malva,stenopetala,,,4.9452
Malva,subovata,,,13.8052
Malva,sylvestris,,,5.5
Malva,thuringiaca,,,3.8
Malva,trimestris,,,4.9962
Malva,unguiculata,,,3.0768
Malva,verticillata,,,2.037
Malva,weinmanniana,,,5.476
Malvastrum,americanum,,,1.488
Malvastrum,aurantiacum,,,10.5964
Malvastrum,bicuspidatum,,,2.7764
Malvastrum,bicuspidatum,campanulatum,,2.7476
Malvastrum,coromadelianum,,,1.9156
Malvastrum,coromandelianum,,,1.9
Malvastrum,hispidum,,,4.9184
Malvastrum,spicatum,,,1.2
Malvaviscus,arboreus,,drummondii,46.41
Malvaviscus,williamsii,,,80
Mangifera,indica,,,16466
Manihot,carthaginensis,,,261.97848
Manihot,carthaginensis,glaziovii,,372.03
Manihot,esculenta,,,114
Manihot,glaziovii,,,645.1
Manihot,grahamii,,,86
Manihot,isoloba,,,243
Manihot,pauciflora,,,145.1728
Manihot,rubricaulis,,,115
Mansonia,altissima,,,322
Maprounea,africana,,,63.0008
Maprounea,guianensis,,,11
Marah,fabaceus,,,1486.018
Marah,gilensis,,,476.2
Marah,macrocarpa,,,775.8
Marah,macrocarpus,,,1400
Marah,macrocarpus,,macrocarpus,886.648
Marah,oreganus,,,1472.3
Maranthes,floribunda,,,1545.48
Marcetia,taxifolia,,,0.02
Maresia,nana,,glabra,0.076
Maresia,pulchella,,,0.0612
Margyricarpus,pinnatus,,,4.48
Marina,diffusa,,,3.3
Marina,neglecta,,,2
Marina,nutans,,,3.2
Marina,parryi,,,1.3452
Mascagnia,leucanthele,,,200
Mascagnia,macroptera,,,38.683
Mascagnia,parvifolia,,,19.15
Mascagnia,polybotrya,,,19.6452
Mathewsia,foliosa,,,0.6296
Mathewsia,incana,,,0.409
Mathewsia,nivea,,,0.6736
Matthiola,aspera,,,0.2976
Matthiola,bicornis,,,0.9
Matthiola,chorassanica,,,1.2769697
Matthiola,fruticulosa,,,0.6
Matthiola,incana,,,1.62
Matthiola,incana,incana,,1.4244
Matthiola,longipetala,livida,,0.194
Matthiola,longipetala,bicornis,,0.2
Matthiola,obovata,,,1.1308
Matthiola,odoratissima,,,1.6233
Matthiola,parviflora,,,0.22
Matthiola,sinuata,,,1.696
Matthiola,tianschanica,,,1.508
Matthiola,tricuspidata,,,0.4924
Maximowiczia,sonorae,,,32.4
Mayna,odorata,,,223
Maytenus,acuminata,,,6.6732
Maytenus,acuminata,,acuminata,9.9088312
Maytenus,acuminata,,uva-ursi,11.3198752
Maytenus,bilocularis,,,7.4452
Maytenus,boaria,,,14.55
Maytenus,cunninghamii,,,12.8236
Maytenus,disticha,,,9.754
Maytenus,linearis,,,4.454
Maytenus,magnifolia,,,200
Maytenus,oleoides,,,32.0272
Maytenus,peduncularis,,,83.234
Maytenus,procumbens,,,14.2248
Maytenus,undata,,,11.535
Medicago,aliaris,,,13
Medicago,arabica,,,3.6
Medicago,arborea,,,7.91
Medicago,astroites,,,0.7615
Medicago,blancheana,,,10
Medicago,bonarotina,,,6.7608
Medicago,brachycarpa,,,1.628
Medicago,cancellata,,,2.6
Medicago,carstiensis,,,2.1
Medicago,ciliaris,,,12
Medicago,constricta,,,4.4
Medicago,coronata,,,1
Medicago,cretacea,,,4.7
Medicago,daghestanica,,,2.4
Medicago,disciformis,,,2.5
Medicago,doliata,,,5.9
Medicago,falcata,,,3.2
Medicago,glomerata,,,2.5
Medicago,glutinosa,,,2.8
Medicago,granadensis,,,9.0444
Medicago,granatensis,,,9.4
Medicago,heyniana,,,5
Medicago,hispida,,,2.5
Medicago,hybrida,,,4.3
Medicago,intertexta,,,15.65
Medicago,italica,,,4.6866
Medicago,laciniata,,,1.7
Medicago,lanigera,,,3.3
Medicago,littoralis,,,785.2
Medicago,littoralis,,,2.9
Medicago,lupulina,,,1.6
Medicago,marina,,,4
Medicago,medicaginoides,,,0.564
Medicago,minima,,,1.05
Medicago,minima,,,1
Medicago,monantha,,,2.0871728
Medicago,monspeliaca,,,0.4704
Medicago,murex,,,6.4
Medicago,muricoleptis,,,7.5
Medicago,noeana,,,3.9
Medicago,orbicularis,,,3.8
Medicago,papillosa,,,2.5
Medicago,papillosa,papillosa,,1.462
Medicago,pironae,,,2.3
Medicago,platycarpa,,,3
Medicago,polymorpha,,,3
Medicago,praecox,,,2.1
Medicago,prostrata,,,1.8
Medicago,radiata,,,4.53
Medicago,rhodopea,,,1.6
Medicago,rigidula,,,3.9
Medicago,rigiduloides,,,3.5
Medicago,rotata,,,6.4
Medicago,rugosa,,,6.2
Medicago,rupestris,,,1.5
Medicago,ruthenica,,,2.25
Medicago,sativa,,,2.06
Medicago,sativa,,,2
Medicago,sativa,sativa,,1.6372
Medicago,sativa,coerulea,,1.1
